BT-21-0051,Ananya Desai,EVE,2023,CS102:9.500000;202:8.800000;201:6.700000,101:7.600000;ML201:9.500000
2019052,Karan Sharma,EVE,2019,ML201:9.000000;102:9.400000;201:9.400000,CS101:9.100000;302:9.200000
2019053,Rahul Malhotra,CB,2020,202:8.100000;AI301:6.900000;502:9.800000;ML301:7.600000,EE101:9.400000;102:6.500000;AI201:8.000000
2019054,Siddharth Chopra,CSSS,2018,102:7.700000;302:9.600000;BIO101:8.000000,CS201:8.100000;301:7.900000
BT-20-0055,Aditi Shah,CSSS,2023,201:7.500000;302:7.400000;EE101:6.500000;HSS101:9.300000,202:8.500000
2019056,Arjun Kumar,ECE,2023,EE102:6.900000;101:9.400000;AI301:9.900000,502:8.000000
2019057,Neha Bhatt,HCD,2021,201:7.400000;101:9.500000;302:8.600000,CS101:8.500000;EE102:9.000000
BT-23-0058,Rohan Reddy,ME,2021,501:6.000000;HSS101:9.900000;EE102:6.200000,HSS102:6.100000;MATH201:9.400000
2019059,Vikram Kapoor,ME,2020,AI201:9.000000;101:7.100000;ECO101:6.300000,MATH101:8.800000;EE102:8.500000;MATH102:6.500000
2019060,Akash Agarwal,ECE,2021,502:9.800000;EE101:6.300000;AI301:9.100000,501:7.400000
BT-21-0061,Isha Rao,CB,2022,ML301:8.300000;CS301:6.800000;EE102:6.100000;302:6.500000,101:9.200000;202:7.200000;MATH201:9.700000
BT-22-0062,Priya Joshi,HCD,2022,202:8.600000;CS301:6.000000;ECO101:7.400000,CS102:9.000000
2019063,Shreya Yadav,ECE,2021,501:6.000000;EE101:9.200000;201:6.100000;102:7.300000,CS102:6.400000;401:8.200000
BT-24-0064,Aarav Patel,CSE,2018,502:8.700000;CS101:7.100000;302:7.100000,AI201:6.900000
2019065,Anushka Iyer,CB,2023,CS301:7.100000;ECO101:8.400000;BIO101:7.100000;HSS102:8.400000,301:9.000000;201:8.900000;ML201:9.200000
BT-21-0066,Mihir Verma,ECE,2019,PH102:8.200000;CS102:9.100000;301:6.200000,CS101:7.100000
2019067,Rhea Nair,CSAI,2021,CS102:7.100000;401:6.600000;HSS102:9.200000;102:9.200000,EE102:8.900000;501:6.100000
2019068,Tanvi Gupta,CSAI,2022,302:8.800000;401:6.400000;PH102:6.100000,501:7.400000
2019069,Aisha Singh,CSSS,2023,COM101:6.100000;102:7.700000;EE101:7.200000;CS201:6.300000,MATH101:8.500000;501:7.700000;302:6.400000
2019070,Gaurav Mehta,CSAI,2018,201:6.100000;502:8.800000;202:6.900000,101:8.400000
2019071,Pooja Desai,EVE,2020,ECO101:9.400000;302:6.700000,HSS102:6.800000;502:8.600000
2019072,Sameer Sharma,HCD,2022,102:6.600000;CS101:8.300000;AI301:9.500000,HSS102:9.800000
2019073,Yash Malhotra,HCD,2021,MATH101:7.100000;PH102:7.600000;HSS101:9.000000;ML301:8.300000,102:10.000000;CS102:7.300000;ML201:8.600000
2019074,Ankit Chopra,CSE,2019,MATH102:8.800000;EE101:6.800000;CS201:6.700000,302:7.200000;COM101:7.600000
BT-20-0075,Kavya Shah,EVE,2022,MATH201:6.800000;EE101:10.000000;CS101:8.500000,201:6.800000;COM101:8.000000;EE102:9.200000
2019076,Ravi Kumar,EVE,2023,301:9.500000;EE101:8.400000;102:7.800000,401:9.700000;AI301:6.600000
2019077,Sneha Bhatt,ME,2018,101:6.400000;102:10.000000;ECO101:7.000000;202:7.900000,401:8.800000
BT-23-0078,Advait Reddy,CSAI,2022,202:9.900000;102:9.700000,501:6.700000
2019079,Divya Kapoor,CSE,2023,302:8.700000;BIO101:6.800000;301:7.900000;PH101:9.200000,202:9.200000;EE102:8.300000
BT-20-0080,Nikhil Agarwal,ECE,2023,CS101:8.100000;502:10.000000,202:9.300000;PH102:9.300000
2019081,Sakshi Rao,EVE,2019,AI301:9.500000;MATH102:6.500000;101:9.800000;AI201:6.600000,EE101:7.400000;302:6.800000
BT-22-0082,Vivek Joshi,CSD,2021,401:8.000000;PH101:8.700000;ML201:8.600000,101:7.300000;HSS102:9.700000
BT-23-0083,Ananya Yadav,CSAI,2023,MATH101:8.500000;401:6.700000;102:7.400000;COM101:8.000000,EE102:7.400000;BIO101:8.800000;201:7.900000
BT-24-0084,Karan Patel,EVE,2018,501:7.200000;PH101:8.000000;301:7.200000,ML301:9.000000;CS102:9.300000
2019085,Rahul Iyer,CSD,2022,501:8.500000;ML201:8.700000;101:6.700000;401:8.000000,BIO101:6.400000;102:7.400000
2019086,Siddharth Verma,CB,2018,201:7.100000;MATH101:6.600000;301:8.000000,CS301:8.700000;HSS101:7.300000
2019087,Aditi Nair,ME,2020,501:9.800000;COM101:8.600000;BIO101:6.400000;EE102:7.800000,301:7.200000;CS301:9.200000
2019088,Arjun Gupta,CSAI,2020,AI201:9.000000;HSS102:9.200000;CS201:7.800000,101:7.100000;ML301:7.800000
2019089,Neha Singh,ME,2022,CS301:6.500000;301:8.600000;202:7.700000;201:8.200000,ML301:9.000000;102:6.100000
2019090,Rohan Mehta,CSAI,2022,PH102:9.000000;202:7.500000;EE101:7.300000,102:7.400000
BT-21-0091,Vikram Desai,ME,2020,CS201:6.900000;302:7.200000;HSS102:8.800000;301:9.800000,201:6.500000;EE102:6.900000;COM101:8.400000
2019092,Akash Sharma,ME,2020,202:7.500000;401:8.200000;201:9.900000,101:8.900000;BIO101:9.600000
2019093,Isha Malhotra,HCD,2022,401:8.200000;102:8.400000;MATH102:6.400000;PH102:8.300000,EE101:7.200000;ML301:8.700000;EE102:7.100000
2019094,Priya Chopra,CSD,2019,302:8.600000;CS102:7.900000;401:7.600000,ML201:9.500000;301:7.200000
BT-20-0095,Shreya Shah,HCD,2021,AI301:6.700000;CS301:6.300000;201:8.700000;301:7.300000,302:9.100000;502:9.100000
2019096,Aarav Kumar,HCD,2018,301:6.600000;MATH101:7.700000;HSS102:6.100000,EE102:8.100000;302:6.200000
2019097,Anushka Bhatt,CSAI,2022,AI201:7.600000;301:8.600000;401:8.500000;502:8.000000,202:8.500000;CS102:9.600000;201:8.700000
2019098,Mihir Reddy,CSE,2022,201:7.700000;MATH201:8.300000;301:6.800000,CS201:7.300000;PH102:10.000000
2019099,Rhea Kapoor,CSE,2019,401:8.600000;CS102:9.700000;101:6.600000;EE101:6.400000,HSS101:9.600000;ECO101:7.800000
BT-20-0100,Tanvi Agarwal 0,HCD,2023,CS101:10.000000;301:9.800000;501:6.200000,COM101:7.700000
BT-21-0101,Aisha Rao 1,CB,2023,HSS102:8.300000;101:9.000000;201:7.300000;ML301:6.300000,EE102:7.200000;ML201:8.800000
2019102,Gaurav Joshi 2,CSD,2018,502:7.200000;302:9.700000;201:9.100000,ECO101:9.900000;MATH201:9.900000
BT-23-0103,Pooja Yadav 3,CB,2023,CS301:6.400000;EE101:8.400000;202:6.000000;201:8.500000,101:6.200000;CS101:6.200000
2019104,Sameer Patel 4,CSE,2022,MATH101:9.700000;501:8.200000;ML201:9.200000,PH101:6.500000;102:9.800000
2019105,Yash Iyer 5,CSE,2022,102:6.000000;MATH101:8.100000;502:8.000000;AI201:7.700000,501:9.500000;PH101:6.300000;401:8.900000
BT-21-0106,Ankit Verma 6,HCD,2019,101:7.600000;302:7.300000;401:7.900000,201:6.600000;COM101:7.000000
2019107,Kavya Nair 7,ME,2021,502:6.100000;HSS102:7.700000;CS101:7.600000;ECO101:7.100000,ML201:6.600000;102:8.100000
2019108,Ravi Gupta 8,EVE,2018,401:9.600000;CS301:7.900000;AI201:6.300000,202:7.800000;CS102:9.800000
2019109,Sneha Singh 9,ME,2020,102:9.700000;PH102:7.800000;CS102:7.600000,502:9.500000;HSS102:9.900000;302:8.800000
BT-20-0110,Advait Mehta 10,CB,2019,ML301:9.100000;CS102:8.100000;102:6.200000,EE101:7.000000
2019111,Divya Desai 11,ME,2019,ML201:7.300000;202:7.600000;PH101:8.800000;501:6.300000,COM101:7.700000;MATH101:8.400000
2019112,Nikhil Sharma 12,CSSS,2020,201:9.600000;401:7.400000;501:8.800000,HSS101:7.100000;COM101:7.700000
BT-23-0113,Sakshi Malhotra 13,CB,2022,202:6.900000;CS301:8.500000;BIO101:9.000000;AI201:7.000000,MATH101:8.200000;302:8.000000;PH102:6.100000
2019114,Vivek Chopra 14,CB,2019,MATH102:8.000000;CS102:6.700000;501:8.200000,202:8.900000;COM101:7.100000
BT-20-0115,Ananya Shah 15,CSE,2018,EE101:6.000000;302:7.200000;202:7.600000;COM101:7.300000,101:8.900000;ML301:7.600000
2019116,Karan Kumar 16,HCD,2022,101:6.100000;202:7.500000;MATH201:8.100000,CS102:7.100000;401:9.100000
2019117,Rahul Bhatt 17,EVE,2020,CS201:6.200000;CS102:8.300000;MATH201:6.200000;301:7.200000,302:8.800000;201:9.400000;PH102:8.400000
2019118,Siddharth Reddy 18,EVE,2022,401:8.000000;MATH201:9.200000,301:9.600000;EE102:9.700000
2019119,Aditi Kapoor 19,CSD,2018,502:6.900000;101:6.400000;ML301:8.500000;201:9.300000,501:7.900000;BIO101:7.600000;302:8.000000
2019120,Arjun Agarwal 20,CB,2019,MATH102:8.800000;101:8.500000;ML301:9.500000,EE102:6.300000;HSS102:9.200000
2019121,Neha Rao 21,CSD,2023,202:9.100000;MATH101:8.800000;102:8.100000;ECO101:9.900000,101:6.400000;401:8.700000
2019122,Rohan Joshi 22,HCD,2020,401:9.600000;102:7.500000;MATH102:9.900000,501:9.300000
2019123,Vikram Yadav 23,ME,2021,102:7.100000;201:9.900000;COM101:9.700000;501:9.400000,HSS101:8.000000;CS101:8.200000
BT-24-0124,Akash Patel 24,CB,2021,201:9.400000;CS101:6.900000;EE101:6.300000,301:6.200000;202:7.400000
2019125,Isha Iyer 25,CSE,2019,PH101:6.300000;AI301:8.600000;102:9.300000;HSS102:6.200000,PH102:10.000000;COM101:9.200000;101:9.300000
BT-21-0126,Priya Verma 26,CSE,2019,401:8.100000;302:6.800000;PH102:7.400000,ML301:7.300000;CS101:6.200000
2019127,Shreya Nair 27,EVE,2021,ML201:6.900000;302:8.800000;202:8.600000,CS201:8.100000;EE102:8.700000
2019128,Aarav Gupta 28,EVE,2018,201:6.500000;101:8.300000,PH101:9.100000;102:8.700000
2019129,Anushka Singh 29,CSE,2022,401:7.900000;AI301:9.800000;302:7.600000,HSS102:8.200000;PH102:7.300000
2019130,Mihir Mehta 30,CSSS,2022,201:8.600000;502:9.100000,EE101:8.100000;MATH101:6.900000
BT-21-0131,Rhea Desai 31,CSSS,2018,CS301:6.800000;AI201:7.600000;101:6.200000,201:8.600000;BIO101:8.300000;202:7.900000
2019132,Tanvi Sharma 32,CSD,2020,202:8.200000;301:9.100000;101:8.100000,
2019133,Aisha Malhotra 33,CSSS,2019,102:9.600000;AI301:7.800000;302:7.300000;EE102:7.500000,MATH201:7.700000;401:9.000000;301:10.000000
2019134,Gaurav Chopra 34,CSSS,2023,102:7.200000;ML301:8.000000;ML201:6.200000,COM101:8.600000
2019135,Pooja Shah 35,CSD,2023,EE101:8.800000;302:6.100000;502:9.700000;101:9.000000,CS201:6.800000;MATH102:8.700000
BT-21-0136,Sameer Kumar 36,ECE,2018,101:9.600000;102:9.500000;HSS101:7.600000,
BT-22-0137,Yash Bhatt 37,CSSS,2019,AI301:7.500000;302:9.800000;MATH102:9.500000,PH101:7.400000;MATH101:8.400000
BT-23-0138,Ankit Reddy 38,CSD,2020,502:8.100000;PH101:7.800000,EE101:9.600000;302:9.100000
BT-24-0139,Kavya Kapoor 39,ECE,2021,501:7.600000;ECO101:7.100000;101:9.100000;202:6.100000,COM101:9.800000;302:9.000000;CS102:7.200000
2019140,Ravi Agarwal 40,CB,2019,CS102:7.300000;MATH201:9.500000;302:6.900000,ML201:8.700000;502:9.400000
BT-21-0141,Sneha Rao 41,CSD,2019,301:6.400000;502:9.500000;PH101:7.400000,CS301:8.000000;ML301:7.700000;COM101:9.300000
BT-22-0142,Advait Joshi 42,CSD,2020,CS201:9.600000;CS301:8.200000;502:8.100000,401:7.900000;EE102:7.300000
BT-23-0143,Divya Yadav 43,CB,2020,MATH101:8.600000;502:7.900000;CS301:9.800000,202:7.100000;101:7.400000
2019144,Nikhil Patel 44,ME,2023,301:9.300000;202:9.000000;401:7.600000,CS201:9.300000;502:6.500000
2019145,Sakshi Iyer 45,ME,2018,CS201:6.400000;202:8.400000;302:9.900000,AI301:7.400000;PH102:9.500000
2019146,Vivek Verma 46,CSE,2019,202:8.300000;401:9.900000;HSS101:8.800000,502:8.500000
2019147,Ananya Nair 47,CB,2018,101:8.300000;EE102:7.600000;CS301:6.300000;CS201:7.400000,401:6.900000
2019148,Karan Gupta 48,CB,2018,AI201:6.400000;301:6.900000;COM101:7.000000,102:8.400000;EE101:8.400000
BT-24-0149,Rahul Singh 49,CSE,2023,HSS102:8.800000;AI301:6.300000;CS101:6.500000;101:9.500000,302:6.100000;401:7.300000;102:8.700000
2019150,Siddharth Mehta 50,CSAI,2018,AI301:7.500000;101:8.000000,PH102:8.100000;CS102:8.600000
2019151,Aditi Desai 51,CB,2023,HSS101:9.500000;101:8.400000;EE102:7.300000,AI301:6.600000;201:9.800000;302:8.000000
2019152,Arjun Sharma 52,CSAI,2023,102:9.300000;501:7.400000;EE102:8.300000,ML301:7.200000
BT-23-0153,Neha Malhotra 53,ECE,2018,PH102:8.800000;AI201:8.200000;101:8.900000,202:9.700000;102:9.100000;302:9.200000
2019154,Rohan Chopra 54,CSD,2022,401:8.300000;AI301:7.100000;EE101:8.700000,502:7.500000;CS201:9.600000
BT-20-0155,Vikram Shah 55,EVE,2021,ML201:7.600000;401:7.400000;EE101:7.300000;102:9.100000,301:8.000000
BT-21-0156,Akash Kumar 56,HCD,2023,CS102:9.500000;AI201:9.800000;MATH101:8.200000,301:9.100000;ML301:6.500000
2019157,Isha Bhatt 57,CB,2021,302:7.300000;MATH102:8.100000;502:7.100000,CS101:6.500000;CS301:8.100000;AI301:6.000000
2019158,Priya Reddy 58,CSD,2020,CS201:8.400000;CS101:7.900000;AI201:7.800000,PH102:9.800000;501:6.400000
2019159,Shreya Kapoor 59,CSSS,2023,501:6.700000;EE102:9.000000;401:8.900000,502:8.900000
BT-20-0160,Aarav Agarwal 60,EVE,2023,201:6.800000;202:9.300000;501:9.400000,MATH201:6.600000;101:7.500000
2019161,Anushka Rao 61,EVE,2018,102:6.300000;PH102:9.700000;EE101:7.600000;HSS102:7.600000,BIO101:6.100000;ECO101:6.200000;202:9.100000
BT-22-0162,Mihir Joshi 62,CB,2019,BIO101:8.400000;ML301:9.100000;202:9.100000,CS301:9.500000;EE102:7.000000
BT-23-0163,Rhea Yadav 63,HCD,2021,502:9.800000;501:8.200000;CS102:9.500000,202:6.300000
2019164,Tanvi Patel 64,CSD,2020,MATH101:9.400000;PH101:6.000000;ECO101:7.600000,202:8.400000;MATH102:7.400000
2019165,Aisha Iyer 65,CSE,2018,PH102:8.700000;401:7.300000;101:6.000000,502:9.300000;CS102:6.800000;302:7.800000
2019166,Gaurav Verma 66,EVE,2019,401:7.700000;MATH101:7.700000;202:8.300000,302:9.400000;301:8.400000
2019167,Pooja Nair 67,HCD,2018,ML201:9.800000;PH102:7.400000;COM101:8.800000,101:6.400000;502:7.400000
2019168,Sameer Gupta 68,CB,2018,EE102:10.000000;101:9.200000;HSS102:8.000000,ECO101:6.600000;302:6.500000
2019169,Yash Singh 69,CSAI,2023,HSS101:7.400000;ML201:9.700000;ML301:8.700000,EE102:10.000000;202:6.400000;301:8.100000
2019170,Ankit Mehta 70,EVE,2019,MATH102:9.000000;HSS101:9.400000;102:7.100000,201:9.200000
2019171,Kavya Desai 71,CSAI,2020,AI301:7.000000;102:8.600000;501:6.000000;PH101:9.200000,401:6.300000;ML201:7.300000
2019172,Ravi Sharma 72,ECE,2018,101:7.300000;102:8.700000;302:7.100000,ECO101:8.800000;BIO101:9.300000
BT-23-0173,Sneha Malhotra 73,CSSS,2018,302:7.100000;MATH102:7.700000;MATH101:6.800000;HSS101:7.700000,502:8.800000;501:9.900000;PH101:6.400000
2019174,Advait Chopra 74,ME,2021,201:9.900000;PH101:9.100000;401:9.300000,EE101:8.900000;COM101:6.900000
2019175,Divya Shah 75,CSE,2018,EE102:7.000000;101:7.500000;MATH101:6.000000;CS201:7.500000,301:6.100000;201:8.500000;ML201:6.800000
BT-21-0176,Nikhil Kumar 76,ME,2023,ML301:8.100000;AI201:7.300000;PH101:9.500000,502:9.700000;EE102:8.900000
2019177,Sakshi Bhatt 77,EVE,2020,202:7.900000;MATH102:6.300000;PH101:7.600000,COM101:6.400000;BIO101:8.000000;401:6.800000
BT-23-0178,Vivek Reddy 78,ME,2019,ML301:8.400000;CS101:9.000000;302:7.900000,PH102:8.000000;AI301:7.600000
2019179,Ananya Kapoor 79,CB,2020,AI201:9.500000;101:9.200000;HSS102:7.500000;PH102:8.000000,MATH102:9.200000;AI301:7.500000;ML201:8.600000
2019180,Karan Agarwal 80,ECE,2023,CS101:8.800000;ML301:6.400000;EE102:9.300000,501:7.300000;CS301:8.000000
BT-21-0181,Rahul Rao 81,CSSS,2023,302:7.400000;CS102:6.400000;301:7.100000,MATH102:9.300000;MATH201:6.400000
2019182,Siddharth Joshi 82,CSAI,2023,PH102:6.600000;501:8.700000;MATH102:8.700000,ECO101:8.400000;PH101:7.300000
2019183,Aditi Yadav 83,CB,2020,202:9.200000;BIO101:9.000000;502:7.800000;CS102:9.900000,MATH102:7.700000;301:7.600000
BT-24-0184,Arjun Patel 84,EVE,2022,HSS101:8.000000;AI201:8.200000;CS102:9.900000,501:8.600000;PH101:9.800000
2019185,Neha Iyer 85,HCD,2018,401:9.000000;ML201:8.500000;302:6.600000;BIO101:9.100000,PH101:8.700000;502:7.200000;CS101:7.200000
2019186,Rohan Verma 86,EVE,2022,401:7.900000;301:8.600000;202:8.600000,PH102:6.700000;EE102:6.300000
2019187,Vikram Nair 87,CSE,2019,401:8.600000;202:8.100000;PH101:6.600000,101:9.000000;MATH102:7.300000;501:9.800000
2019188,Akash Gupta 88,HCD,2021,ECO101:8.200000;101:6.200000;AI301:7.900000,102:8.200000;201:7.000000
BT-24-0189,Isha Singh 89,EVE,2018,CS102:9.300000;MATH101:10.000000;502:8.300000;202:7.100000,MATH102:7.800000;EE102:9.400000
2019190,Priya Mehta 90,EVE,2018,301:9.600000;ML301:8.500000;MATH201:7.900000,302:9.600000;AI201:7.000000
2019191,Shreya Desai 91,CB,2019,ECO101:7.400000;501:9.200000;201:7.500000;301:8.600000,HSS101:6.700000;BIO101:7.000000;AI301:8.500000
2019192,Aarav Sharma 92,HCD,2020,101:7.700000;102:9.300000,302:8.400000;BIO101:7.000000
BT-23-0193,Anushka Malhotra 93,CSAI,2023,CS101:9.000000;PH101:8.100000;302:9.800000;ECO101:10.000000,AI201:6.400000;HSS101:9.400000;501:8.300000
BT-24-0194,Mihir Chopra 94,CSE,2023,502:9.800000;MATH201:6.100000;102:6.600000,PH101:6.500000
2019195,Rhea Shah 95,CSD,2019,CS301:9.500000;202:9.400000;ML301:8.000000,302:8.400000;201:7.500000;MATH102:9.900000
2019196,Tanvi Kumar 96,CSAI,2018,202:6.600000;AI301:7.700000;EE101:9.000000,101:7.400000;102:8.000000
2019197,Aisha Bhatt 97,ME,2022,502:8.500000;CS102:7.000000;CS101:8.100000;301:9.000000,102:7.100000;PH101:9.600000
2019198,Gaurav Reddy 98,CSD,2019,EE102:8.000000;ML201:6.300000;201:8.900000,301:6.100000;PH102:6.300000
BT-24-0199,Pooja Kapoor 99,CSD,2021,301:6.700000;PH101:7.800000;102:6.000000,HSS102:7.200000;AI201:6.400000;401:6.700000
BT-20-0200,Sameer Agarwal 0,CB,2023,202:7.200000;302:6.000000;502:8.100000,HSS102:6.400000;401:8.100000
2019201,Yash Rao 1,HCD,2018,ECO101:8.900000;101:9.000000;HSS102:6.700000;301:7.300000,CS101:7.800000;102:9.500000
2019202,Ankit Joshi 2,ME,2021,PH102:6.300000;301:8.000000,CS101:8.200000;501:8.800000
2019203,Kavya Yadav 3,CSD,2023,501:9.200000;ML201:9.700000;502:8.800000,CS102:9.600000;MATH201:6.800000
2019204,Ravi Patel 4,CSSS,2022,102:6.400000;101:9.000000;301:9.200000,BIO101:9.200000;MATH102:7.900000
2019205,Sneha Iyer 5,CB,2018,401:7.400000;102:6.000000;MATH102:9.000000,202:9.300000;502:7.700000;EE102:9.800000
2019206,Advait Verma 6,CSSS,2022,301:8.500000;302:9.200000,101:9.700000
BT-22-0207,Divya Nair 7,ME,2019,BIO101:7.900000;201:8.200000;CS301:7.800000;401:8.100000,AI201:6.800000;CS201:7.700000;102:8.400000
2019208,Nikhil Gupta 8,CSAI,2020,CS301:8.900000;MATH102:6.600000;EE101:9.700000,PH101:9.500000;302:6.300000
2019209,Sakshi Singh 9,ECE,2020,301:9.400000;101:8.700000;CS301:8.400000,102:6.100000;ML301:9.900000
2019210,Vivek Mehta 10,CB,2021,101:6.800000;EE101:6.700000;102:7.100000,302:6.100000;502:6.400000
BT-21-0211,Ananya Desai 11,ECE,2018,201:8.200000;AI301:7.600000;101:7.200000,401:6.200000;PH102:7.700000
